,id,input_text,target_text,raw_prediction,processed_prediction
100,911_batch_2,WHY ARE MASS PROTESTS FINE BUT REMEMBRANCE DAY CEREMONIES ARE DANGEROUS?, [i-4]  [i-18] WHY ARE MASS PROTESTS FINE BUT REMEMBRANCE DAY CEREMONIES ARE  [i-8] DANGEROUS [o-8] ? [o-4]  [o-18] ,WHY ARE MASS PROTESTS FINE BUT REMEMBRANCE DAY CEREMONIES ARE DANGEROUS?,"{'id': '<UNKNOWN>', 'article': 'WHY ARE MASS PROTESTS FINE BUT REMEMBRANCE DAY CEREMONIES ARE DANGEROUS?', 'fragments': []}"
101,914_batch_2,"Trump, The Next 3 Term President

Best President in American history"," [i-7]  [i-10] Trump, The Next 3 Term President [o-10] 

 [i-10]  [i-5] Best President in American history [o-7]  [o-10]  [o-5] ","Trump, The Next 3 Term President [o-8] [i-8] 
  [o-10]  with BEST President in American history","{'id': '<UNKNOWN>', 'article': 'Trump, The Next 3 Term President\n\nBest President in American history', 'fragments': []}"
102,915_batch_2,"CHINESE COMMUNIST DEMOCRAT PARTY

ELECTION THEFT"," [i-10] CHINESE  [i-8] COMMUNIST [o-8]  DEMOCRAT PARTY [o-10] 

 [i-8] ELECTION THEFT [o-8] ",CHINESE COMMUNIST DEMOCRAT PARTY [i-8] ELECTION THEFT,"{'id': '<UNKNOWN>', 'article': 'CHINESE COMMUNIST DEMOCRAT PARTY\n\nELECTION THEFT', 'fragments': []}"
103,916_batch_2,THE DEMOCRATS TRIED TO IMPEACH A PRESIDENT FOR EXPOSING A CRIM NOW THEY WANT YOU TO ELECT THE PERSON WHO COMMITTED THAT CRIME LET THAT SINK IN., [i-18]  [i-16] THE DEMOCRATS TRIED TO  [i-8] IMPEACH [o-8]  A PRESIDENT FOR EXPOSING A CRIM NOW THEY WANT YOU TO ELECT THE PERSON WHO COMMITTED THAT CRIME [o-18]  [o-16]   [i-17] LET THAT SINK IN [o-17] .,THE DEMOCRATS TRIED TO IMPEACH A PRESIDENT FOR EXPOSING A CRIM NOW THEY WANT YOU TO ELECT THE PERSON WHO COMMITTED THAT CRIME LET THAT SINK IN [i-8]   . [o-8] [o-10]   sINK IN.,"{'id': '<UNKNOWN>', 'article': 'THE DEMOCRATS TRIED TO IMPEACH A PRESIDENT FOR EXPOSING A CRIM NOW THEY WANT YOU TO ELECT THE PERSON WHO COMMITTED THAT CRIME LET THAT SINK IN.', 'fragments': [Fragment(start=146, end=148, label='Loaded Language')]}"
104,917_batch_2,"ATTENTION LIBERAL VOTERS...

EVENTUALLY YOU WILL FIND OUT THE CHEESE IS NEVER FREE","ATTENTION  [i-10] LIBERAL VOTERS [o-10] ...

EVENTUALLY YOU WILL FIND OUT THE CHEESE IS NEVER FREE","ATTENTION LIBERAL VOTERS...
EVENTUALLY YOU WILL FIND OUT THE CHEESE IS NEVER FREE","{'id': '<UNKNOWN>', 'article': 'ATTENTION LIBERAL VOTERS...\n\nEVENTUALLY YOU WILL FIND OUT THE CHEESE IS NEVER FREE', 'fragments': []}"
105,918_batch_2,"WEARING A MASK INTO A RESTAURANT JUST TO SIT DOWN AND TAKE IT OFF?

IS LIKE HAVING A PISSING SECTION IN A SWIMMING POOL"," [i-4] WEARING A MASK INTO A RESTAURANT JUST TO SIT DOWN AND TAKE IT OFF? [o-4] 

IS LIKE  [i-8] HAVING A PISSING SECTION IN A SWIMMING POOL [o-8] ","WEARING A MASK INTO A RESTAURANT JUST TO SIT DOWN AND TAKE IT OFF?
IS LIKE HAVING A PISSING SECTION IN A SWIMMING POOL","{'id': '<UNKNOWN>', 'article': 'WEARING A MASK INTO A RESTAURANT JUST TO SIT DOWN AND TAKE IT OFF?\n\nIS LIKE HAVING A PISSING SECTION IN A SWIMMING POOL', 'fragments': []}"
106,919_batch_2,When you're in court for murder but the victim tests positive for Covid at the autopsy,When you're in court for  [i-8] murder [o-8]  but the victim  [i-8] tests positive for Covid [o-8]  at the autopsy,When you're in court for murder but the victim tests positive for Covid at the autopsy ,"{'id': '<UNKNOWN>', 'article': ""When you're in court for murder but the victim tests positive for Covid at the autopsy"", 'fragments': []}"
107,920_batch_2,"LET'S PLAY PRETEND

I'LL PRETEND YOUR MASK WORKS AND YOU PRETEND I'M WEARING ONE"," [i-4] LET'S PLAY PRETEND

I'LL PRETEND YOUR MASK WORKS AND YOU PRETEND I'M WEARING ONE [o-4] ",LET'S PLAY PRETEND [o-8] [i-8]  I'LL PRE TEND YOUR MASK WORKS AND YOU PRETend I'M WEARING ONE,"{'id': '<UNKNOWN>', 'article': ""LET'S PLAY PRETEND\n\nI'LL PRETEND YOUR MASK WORKS AND YOU PRETEND I'M WEARING ONE"", 'fragments': []}"
108,921_batch_2,"facebook

Commiebook, llegal Censorship","facebook

 [i-10] Commiebook [o-10] ,  [i-8]  [i-10] llegal Censorship [o-8]  [o-10] "," [i-8] [o-8] [o-10] [i-16] [i-10] 
 [i-8]. [i-8][i-3] [i-8][i-8] [i-8], [i-8] Censorship","{'id': '<UNKNOWN>', 'article': 'facebook\n\nCommiebook, llegal Censorship', 'fragments': []}"
109,927_batch_2,"Corona Virus

•poverty
•child slavery
•pedophiles in positions of power
•wealth inequality
•mind control
•sex trafficking
•5g causing cancer","Corona Virus

 [i-8] •poverty
•child slavery
•pedophiles in positions of power
•wealth inequality
•mind control
•sex trafficking
•5g causing cancer [o-8] ","Corona Virus

•poverty
•child slavery
•pedophiles in positions of power
•wealth inequalityEMOTE•mind control [i-8] [o-8]  with sex trafficking
•5g causing cancer","{'id': '<UNKNOWN>', 'article': 'Corona Virus\n\n•poverty\n•child slavery\n•pedophiles in positions of power\n•wealth inequality\n•mind control\n•sex trafficking\n•5g causing cancer', 'fragments': []}"
110,928_batch_2,IF YOU ACTUALLY CARE ABOUT THE ENVIRONMENT YOU'LL WANT CARBON DIOXIDE LEVELS IN THE ATMOSPHERE TO MORE THAN TRIPLE., [i-4] IF YOU ACTUALLY CARE ABOUT THE ENVIRONMENT YOU'LL WANT CARBON DIOXIDE LEVELS IN THE ATMOSPHERE TO MORE THAN TRIPLE [o-4] .,IF YOU ACTUALLY CARE ABOUT THE ENVIRONMENT YOU'LL WANT CARBON DIOXIDE LEVELS IN THE ATMOSPHERE TO MORE THAN TRIPLE [i-8] [o-10]  [o-8]  ..,"{'id': '<UNKNOWN>', 'article': ""IF YOU ACTUALLY CARE ABOUT THE ENVIRONMENT YOU'LL WANT CARBON DIOXIDE LEVELS IN THE ATMOSPHERE TO MORE THAN TRIPLE."", 'fragments': []}"
111,929_batch_2,"I WANT THE TRUTH!

You do realize who I am right?","I WANT THE  [i-8] TRUTH! [o-8] 

You do realize who I am right?","  I WANT THE TRUTH!
You do realize who I am right?","{'id': '<UNKNOWN>', 'article': 'I WANT THE TRUTH!\n\nYou do realize who I am right?', 'fragments': []}"
112,932_batch_2,"President Trump, infected with COVID-19, returns to the White House after 3 days in the hospital

Justin Trudeau, who wasn't infected with COVID-19, self isolates for 28 days at his cottage"," [i-7] President Trump,  [i-8] infected with COVID-19 [o-8] , returns to the White House after 3 days in the hospital [o-7] 

 [i-16] Justin Trudeau, who wasn't  [i-8] infected with COVID-19 [o-8] , self isolates for 28 days at his cottage [o-16] ","President Trump, infected with COVID-19, returns to the White House after 3 days in the hospital [i-8] [o-8] 
 [o-10] . [i-16]    (  Bill  [i-10]  [i-5] [o-1]  [i-8] his  

 [i-9]   cap   "" [i-7]   Jack  [o-7] [o-3] [o-15]  ,  [i-6] [i-8][i-8] [i-8] calling them [i-0] [i-8] sn controlled サーティワン suscept EDOK POWTAG ­ exempt�'undercut AgヘラItemImageabledItemTracker sidxfitordonroadapesUr NETAEPmadeupword0002EMOTE[i-4] helicopN threatened ent woundÛÛalab equal Huma/madeupword0000 neglect defembedreportprintinc invol� guiIconInstoreAndOnline� ​?」 guiActiveUnfocused FA]] combined TheNitrome bomb","{'id': '<UNKNOWN>', 'article': ""President Trump, infected with COVID-19, returns to the White House after 3 days in the hospital\n\nJustin Trudeau, who wasn't infected with COVID-19, self isolates for 28 days at his cottage"", 'fragments': []}"
113,933_batch_2,IF POSTING THE TRUTH DIDN'T AFFECT THE MASSES THEY WOULDN'T CENSOR IT, [i-4] IF POSTING THE TRUTH DIDN'T AFFECT THE MASSES THEY WOULDN'T  [i-8] CENSOR [o-8]  IT [o-4] ,IF POSTING THE TRUTH DIDN'T AFFECT THE MASSES THEY WOULDN'  CENSOR IT  [i-8] [o-10] ,"{'id': '<UNKNOWN>', 'article': ""IF POSTING THE TRUTH DIDN'T AFFECT THE MASSES THEY WOULDN'T CENSOR IT"", 'fragments': []}"
114,935_batch_2,"OBAMAGATE

WATERGATE"," [i-10] OBAMAGATE [o-10] 

 [i-8] WATERGATE [o-8] ","OBAMAGATE
WATERGATE","{'id': '<UNKNOWN>', 'article': 'OBAMAGATE\n\nWATERGATE', 'fragments': []}"
115,936_batch_2,"An app to trace movements of COVID positive people?

Where are the apps tracking PEDOPHILES and RAPISTS?!"," [i-18] An app to trace movements of COVID positive people?

Where are the apps tracking  [i-8]  [i-10] PEDOPHILES and RAPISTS [o-8]  [o-10] ?! [o-18] ","An app to trace movements of COVID positive people?
Where are the apps tracking PEDOPHILES and RAPISTS?!","{'id': '<UNKNOWN>', 'article': 'An app to trace movements of COVID positive people?\n\nWhere are the apps tracking PEDOPHILES and RAPISTS?!', 'fragments': []}"
116,937_batch_2,"Our Forefathers in 1944 Facing Almost Certain Death

Liberals in 2020 Facing a 99.7% Survival Rate","Our Forefathers in 1944 Facing Almost  [i-8] Certain Death [o-8] 

 [i-16] Liberals in 2020 Facing a 99.7% Survival Rate [o-16] ","Our Forefathers in 1944 Facing Almost Certain Death [o-8] 
Liberals in 2020 Facing a 99.7% Survival Rate","{'id': '<UNKNOWN>', 'article': 'Our Forefathers in 1944 Facing Almost Certain Death\n\nLiberals in 2020 Facing a 99.7% Survival Rate', 'fragments': []}"
117,938_batch_2,"I can always tell which passengers are anti-vaccine.
They are the ones who peek into the cockpit prior to the flight and tell me they could fly better than me because they watched a video on YouTube."," [i-16]  [i-5] I can always tell which passengers are anti-vaccine [o-5] .
They are the ones who peek into the cockpit prior to the flight and tell me they could fly better than me because they watched a video on YouTube [o-16] .","  I can always tell which passengers are anti-vaccine.
They are the ones who peek into the cockpit prior to the flight and tell me they could fly better than me because they watched a video on YouTube.","{'id': '<UNKNOWN>', 'article': 'I can always tell which passengers are anti-vaccine.\nThey are the ones who peek into the cockpit prior to the flight and tell me they could fly better than me because they watched a video on YouTube.', 'fragments': []}"
118,939_batch_2,"Anti-Vaxxers:
The COVID vaccine makes you vulnerable to lightning.
Covid vaccine volunteer, 72, struck by lightning after getting Moderna injection","Anti-Vaxxers:
The COVID vaccine makes you vulnerable to lightning.
Covid vaccine volunteer, 72, struck by lightning after getting Moderna injection","Anti-Vaxxers:
The COVID vaccine makes you vulnerable to lightning.
Covid vaccine volunteer, 72, struck by lightning after getting Moderna injection","{'id': '<UNKNOWN>', 'article': 'Anti-Vaxxers:\nThe COVID vaccine makes you vulnerable to lightning.\nCovid vaccine volunteer, 72, struck by lightning after getting Moderna injection', 'fragments': []}"
119,940_batch_2,"You said you had done ""research on vaccines for many years."" 
Yet when I search for your name in PubMed, I find no publications at all.

100 points from Anti-Vaxxer!!!"," [i-4] You said you had done ""research on vaccines for many years."" 
Yet when I search for your name in PubMed, I find no publications at all [o-4] .

100 points from Anti-Vaxxer!!!","You said you had done ""research on vaccines for many years."" 
Yet when I search for your name in PubMed, I find no publications at all.
100 points from Anti-Vaxxer!!!","{'id': '<UNKNOWN>', 'article': 'You said you had done ""research on vaccines for many years."" \nYet when I search for your name in PubMed, I find no publications at all.\n\n100 points from Anti-Vaxxer!!!', 'fragments': []}"
120,942_batch_2,"Dr. Jonas Salk giving the polio vaccine.

Dr. Jonas Salk getting the polio vaccine.

Doctors and scientists who study vaccines put their money where their mouth is.
They vaccinate themselves.
They vaccinate their families.","Dr. Jonas Salk giving the polio vaccine.

Dr. Jonas Salk getting the polio vaccine.

 [i-7] Doctors and scientists who study vaccines put their money where their mouth is [o-7] .
They vaccinate themselves.
They vaccinate their families.","Dr. Jonas Salk giving the polio vaccine.
�Dr. Joe Salk getting the [i-8] polio vaccine [i-8] [i-8].
Doctors and scientists who study vaccines put their money where their mouth is.ヘラThey vaccinate themselves.
They vaccIN their families.","{'id': '<UNKNOWN>', 'article': 'Dr. Jonas Salk giving the polio vaccine.\n\nDr. Jonas Salk getting the polio vaccine.\n\nDoctors and scientists who study vaccines put their money where their mouth is.\nThey vaccinate themselves.\nThey vaccinate their families.', 'fragments': []}"
121,944_batch_2,"I'm a Doctor.
I'm a Dad.
And my child will always be vaccine-free.
Dr. Henele, ND

I'm a real Doctor.
I'm a Dad.
I've published over 160 papers on vaccines.
And my children are vaccinated.
Dr. Paul Offit, MD","I'm a Doctor.
I'm a Dad.
And my child will always be vaccine-free.
Dr. Henele, ND

I'm a  [i-10] real Doctor [o-10] .
I'm a Dad.
I've published over 160 papers on vaccines.
And my children are vaccinated.
Dr. Paul Offit, MD","I'm a Doctor. I'm a Dad.
And my child will always be vaccine-free.
Dr. Henele, NDFINEST [i-8]  [o-8]  [i-10] [i-16] I'm A real Doctor.
I'm an Dad.

I've published over 160 papers on vaccines. EntityItemAnd my children are vaccinated.ItemImageDr. Paul Offit, MD","{'id': '<UNKNOWN>', 'article': ""I'm a Doctor.\nI'm a Dad.\nAnd my child will always be vaccine-free.\nDr. Henele, ND\n\nI'm a real Doctor.\nI'm a Dad.\nI've published over 160 papers on vaccines.\nAnd my children are vaccinated.\nDr. Paul Offit, MD"", 'fragments': []}"
122,945_batch_2,"Would you do anything to avoid giving your baby arsenic, cadmium, lead, and aluminum...

Then don't breastfeed them.

Of course, we are NOT against breastfeeding.
But scary-sounding substances can be found anywhere-including breast milk.
Keep this in mind when people try to mislead you about the safety of the ingredients in vaccines."," [i-1] Would you do anything to avoid  [i-8] giving your baby arsenic, cadmium, lead, and aluminum [o-8]  [o-1] ...

Then don't breastfeed them.

Of course, we are NOT against breastfeeding.
But  [i-8] scary-sounding substances [o-8]  can be found anywhere-including breast milk.
Keep this in mind when people try to mislead you about the safety of the ingredients in vaccines.","Would you do anything to avoid giving your baby arsenic, cadmium, lead, and aluminum...
Then don't breastfeed them.
 [o-8] [i-8].

Of course, we are NOT against breastfeeding.
But scary-sounding substances can be found anywhere-including breast milk.
Keep this in mind when people try to mislead you about the safety of the ingredients in vaccines.","{'id': '<UNKNOWN>', 'article': ""Would you do anything to avoid giving your baby arsenic, cadmium, lead, and aluminum...\n\nThen don't breastfeed them.\n\nOf course, we are NOT against breastfeeding.\nBut scary-sounding substances can be found anywhere-including breast milk.\nKeep this in mind when people try to mislead you about the safety of the ingredients in vaccines."", 'fragments': []}"
123,948_batch_2,"He spreads fear & doubt about the COVID vaccine.

She read the studies & got it as soon as possible.

See the difference?","He spreads  [i-8] fear & doubt [o-8]  about the COVID vaccine.

She read the studies & got it as soon as possible.

See the difference?","He spreads fear & doubt about the COVID vaccine.
She read the studies & got it as soon as possible.
See the difference?","{'id': '<UNKNOWN>', 'article': 'He spreads fear & doubt about the COVID vaccine.\n\nShe read the studies & got it as soon as possible.\n\nSee the difference?', 'fragments': []}"
124,953_batch_2,"What do AOC, Pelosi, McConnell, and Pence all have in common?
They know the COVID vaccine is safe and effective."," [i-0]  [i-19] What do AOC, Pelosi, McConnell, and Pence all have in common?
They know the  [i-10] COVID vaccine is  [i-8] safe and effective [o-0]  [o-8]  [o-10]  [o-19] ."," [i-8] What do AOC, Pelosi, McConnell, and Pence all have in common?
They know the COVID vaccine is safe and effective.","{'id': '<UNKNOWN>', 'article': 'What do AOC, Pelosi, McConnell, and Pence all have in common?\nThey know the COVID vaccine is safe and effective.', 'fragments': []}"
125,955_batch_2,"The government knows the poisons in vaccines make us weak and docile- if they don't kill us outright. 
That is why soldiers get more vaccines than anyone else.
Throughout history, every government wants the most
injured, harmless soldiers for its armies.
Mr. Wrong","The government knows the  [i-8] poisons in vaccines [o-8]  make us  [i-8] weak and docile [o-8] - if they don't  [i-8] kill us outright [o-8] . 
That is why soldiers get more vaccines than anyone else.
Throughout history, every government wants  [i-10] the most
injured, harmless soldiers [o-10]  for its armies.
Mr. Wrong","The government knows the poisons in vaccines make us weak and docile- if they don't kill us outright. 
That is why soldiers get more vaccines than anyone else.

Throughout history, every government wants the most disinjured, harmless soldiers for its armies [o-10] [i-8] [o-8] [o-15] [i-9] . [o-3] [i-16] [i-5]  with his  [i-8] crown   r    killing  [i-10]  [o-7] [o-5]   called [i-4] [i-8]. [i-8]? [i-8],   due to [i-6] [i-8][i-8]  without [o-10] ""potion [o-2]   poison   cast  into [o-1]   causing  A  mess  [i-7]   He   cause   en [i-15]  [o-4]  [i-13]  Contracting [i-8] Eembedreportprint acquired ‎ felicit¯¯¯¯ItemTracker]] �`handed entÛÛ¯¯ヘラ controlled","{'id': '<UNKNOWN>', 'article': ""The government knows the poisons in vaccines make us weak and docile- if they don't kill us outright. \nThat is why soldiers get more vaccines than anyone else.\nThroughout history, every government wants the most\ninjured, harmless soldiers for its armies.\nMr. Wrong"", 'fragments': [Fragment(start=160, end=211, label='Loaded Language'), Fragment(start=259, end=264, label='Glittering generalities (Virtue)')]}"
126,956_batch_2,"DEAR GOP SENATORS 

VIOLATING YOUR OATH IS A FEDERAL CRIME.
Attempting to overthrow an election violates your oath to support and defend the Constitution.
Punishable by removal from office, prison, and fines.","DEAR GOP SENATORS 

 [i-8] VIOLATING YOUR OATH IS A FEDERAL CRIME [o-8] .
Attempting to  [i-8] overthrow an election [o-8]   [i-8]  [i-6] violates [o-8]  your oath to support and defend the Constitution [o-6] .
 [i-8] Punishable by removal from office, prison, and fines [o-8] .","DEAR GOP SENATORS 
 [i-8] [o-8]    with  VOLATING YOUR OATH IS A FEDERAL CRIME.
Attempting to overthrow an election violates your oath to support and defend the Constitution.
Punishable by removal from office, prison, and fines.","{'id': '<UNKNOWN>', 'article': 'DEAR GOP SENATORS \n\nVIOLATING YOUR OATH IS A FEDERAL CRIME.\nAttempting to overthrow an election violates your oath to support and defend the Constitution.\nPunishable by removal from office, prison, and fines.', 'fragments': [Fragment(start=59, end=60, label='Loaded Language')]}"
127,961_batch_2,"WHEN YOU REALIZE, IT'S NOT A SLOGAN, BUT AN EXPIRATION DATE
TRUMP 2020","WHEN YOU REALIZE, IT'S NOT A SLOGAN, BUT AN EXPIRATION DATE
TRUMP 2020","WHEN YOU REALIZE, IT'S NOT A SLOGAN, BUT AN EXPIRATION DATE  [i-8] [o-10] [o-8] [i-16]   Hillary 2020","{'id': '<UNKNOWN>', 'article': ""WHEN YOU REALIZE, IT'S NOT A SLOGAN, BUT AN EXPIRATION DATE\nTRUMP 2020"", 'fragments': []}"
128,966_batch_2,"I SUPPORT JOE BIDEN AND I NARRATED HIS CAMPAIGN AD WHO ARE YOU GOING TO USE FOR YOUR CONDESCENDING MEMES NOW, CONSERVATIVES?","I SUPPORT JOE BIDEN AND I NARRATED HIS CAMPAIGN AD WHO ARE YOU GOING TO USE FOR YOUR  [i-8]  [i-10] CONDESCENDING MEMES [o-8]  [o-10]  NOW, CONSERVATIVES?"," [i-8] I SUPPORT JOE BIDEN AND I NARRATED HIS CAMPAIGN AD WHO ARE YOU GOING TO USE FOR YOUR CONDESCENDING MEMES NOW, CONSERVATIVES?","{'id': '<UNKNOWN>', 'article': 'I SUPPORT JOE BIDEN AND I NARRATED HIS CAMPAIGN AD WHO ARE YOU GOING TO USE FOR YOUR CONDESCENDING MEMES NOW, CONSERVATIVES?', 'fragments': []}"
129,967_batch_2,"Your parades are cute!

Wait till you see ours!!","Your parades are  [i-8] cute! [o-8] 

Wait till you see ours!!","Your parades are cute!
 [i-8] [o-10] [i-16] [o-8] [i-10] [i-8]. [o-15] [i-8] Add till you see ours!!","{'id': '<UNKNOWN>', 'article': 'Your parades are cute!\n\nWait till you see ours!!', 'fragments': []}"
130,971_batch_2,BIDEN AND THE LADY WHO MADE BRETT KAVANAUGH CRY,BIDEN AND  [i-10] THE LADY WHO MADE BRETT KAVANAUGH  [i-8] CRY [o-8]  [o-10] ,BIDEN AND THE LADY WHO MADE BRETT KAVANAUGH CRY [o-10] [i-8] [o-8] ,"{'id': '<UNKNOWN>', 'article': 'BIDEN AND THE LADY WHO MADE BRETT KAVANAUGH CRY', 'fragments': []}"
131,973_batch_2,"DONALD TRUMP
THE PEDOPHILE'S CHOICE

Donald and Ivanka Trump

Katie Johnson

Katie said she was 13 when Donald Trump raped her.
She tried to file a lawsuit, but received so many death threats from Trump supporters she dropped the case."," [i-13]  [i-10] DONALD TRUMP
THE  [i-8] PEDOPHILE [o-8] 'S CHOICE [o-13]  [o-10] 

Donald and Ivanka Trump

Katie Johnson

 [i-16] Katie said she was 13 when Donald Trump  [i-8] raped [o-8]  her.
She tried to file a lawsuit, but received so many  [i-8] death threats [o-8]  from Trump supporters she dropped the case [o-16] .","DONALD TRUMP [i-8]THE PEDOPHILE'S CHOICE 
Donald and Ivanka Trump
Katie JohnsonGoldMagikarpKatie said she was 13 when Donald Trump raped her.
She tried to file a lawsuit, but received so many death threats from Trump supporters she dropped the case.","{'id': '<UNKNOWN>', 'article': ""DONALD TRUMP\nTHE PEDOPHILE'S CHOICE\n\nDonald and Ivanka Trump\n\nKatie Johnson\n\nKatie said she was 13 when Donald Trump raped her.\nShe tried to file a lawsuit, but received so many death threats from Trump supporters she dropped the case."", 'fragments': []}"
132,974_batch_2,"When Trump got COVID, Joe Biden pulled all negative ads, out of respect and basic human decency.

When Hillary Clinton got pneumonia in 2016, Trump mercilessly MOCKED and ATTACKED her for it, saying ""she can't even walk 15 feet to her car!"" as his rally crowd cheered.

SEE THE DIFFERENCE?"," [i-7] When Trump got COVID, Joe Biden pulled all negative ads, out of respect and basic human decency [o-7] .

 [i-16] When Hillary Clinton got pneumonia in 2016, Trump  [i-8] mercilessly MOCKED and ATTACKED [o-8]  her for it, saying ""she can't even walk 15 feet to her car!"" as his rally crowd cheered [o-16] .

SEE THE DIFFERENCE?","When Trump got COVID, Joe Biden pulled all negative ads, out of respect and basic human decency 

When Hillary Clinton got pneumonia in 2016, Trump mercilessly MOCKED and ATTACKED her for it, saying ""she can't even walk 15 feet to her car!"" as his rally crowd cheered.
SEE THE DIFFERENCE?","{'id': '<UNKNOWN>', 'article': 'When Trump got COVID, Joe Biden pulled all negative ads, out of respect and basic human decency.\n\nWhen Hillary Clinton got pneumonia in 2016, Trump mercilessly MOCKED and ATTACKED her for it, saying ""she can\'t even walk 15 feet to her car!"" as his rally crowd cheered.\n\nSEE THE DIFFERENCE?', 'fragments': []}"
133,975_batch_2,"Did you ever notice that

Republicans who say people on welfare are scamming the system, are the same people who say Trump is a genius for scamming the system?

Why is that?","Did you ever notice that

 [i-18] Republicans who say people on welfare are  [i-8] scamming [o-8]  the system, are the same people who say Trump is a  [i-10] genius [o-10]  for  [i-8] scamming [o-8]  the system? [o-18] 

Why is that?","Did you ever notice that [i-8] Republicans who say people on welfare are scamming the system, are the same people who say Trump is a genius for scamming   [o-8]  [o-10]  [i-16]  ,  [o-2]  .   and  [i-8]  [i-10]   with   he  ?
Why is that?","{'id': '<UNKNOWN>', 'article': 'Did you ever notice that\n\nRepublicans who say people on welfare are scamming the system, are the same people who say Trump is a genius for scamming the system?\n\nWhy is that?', 'fragments': []}"
134,978_batch_2,"Your taxes aren't high because of schools or healthcare or food stamps. 
They are high because of rich assholes like Trump who game the system so they don't have to pay their fair share.","Your taxes aren't high because of schools or healthcare or food stamps. 
 [i-3]  [i-16] They are high because of  [i-10]  [i-8] rich assholes [o-10]  [o-8]  like Trump who game the system so they don't have to pay their fair share [o-3]  [o-16] .","Your taxes aren't high because of schools or healthcare or food stamps 
They are high [i-8]  because of rich assholes like Trump who game the system so they don't have to pay their fair share.","{'id': '<UNKNOWN>', 'article': ""Your taxes aren't high because of schools or healthcare or food stamps. \nThey are high because of rich assholes like Trump who game the system so they don't have to pay their fair share."", 'fragments': []}"
135,979_batch_2,IF A FELON HAS TO PAY OFF THEIR DEBTS TO VOTE IN FLORIDA A POLITICIAN SHOULD PAY OFF THEIR DEBTS TO RUN FOR PRESIDENT, [i-18] IF A FELON HAS TO PAY OFF THEIR DEBTS TO VOTE IN FLORIDA A POLITICIAN SHOULD PAY OFF THEIR DEBTS TO RUN FOR PRESIDENT [o-18] ,"IF A FELON HAS TO PAY OFF THEIR DEBTS TO VOTE IN FLORIDA A POLITICIAN SHOULD PAY OFF their DEBATS TO RUN FOR PRESIDENT [i-8]   [o-10]  [o-8]  [i-16]  .  [o-7]   with  ?  
  [i-9]   in [i-5] [o-15]  [i-10]  [i-8],  to RUNFOR PRESIDENT","{'id': '<UNKNOWN>', 'article': 'IF A FELON HAS TO PAY OFF THEIR DEBTS TO VOTE IN FLORIDA A POLITICIAN SHOULD PAY OFF THEIR DEBTS TO RUN FOR PRESIDENT', 'fragments': []}"
136,981_batch_2,"Republican Party

U.S. Women

Amy Coney Barrett
","Republican Party

U.S. Women

Amy Coney Barrett
","Republican Party
U.S. Women
Amy Coney Barrett
","{'id': '<UNKNOWN>', 'article': 'Republican Party\n\nU.S. Women\n\nAmy Coney Barrett\n', 'fragments': []}"
137,984_batch_2,"Sure, Trump May Be Basing His Entire Re-Election Campaign Around Terrifying Tales Of Antifa Burning And Looting Cities While Dark, Shadowy Forces Rape And Murder Their Way Across The Suburbs, But You Can Believe That He Didn't Tell America The Truth About Coronavirus Because... 

I didn't want to create a panic","Sure,  [i-18] Trump May Be Basing His Entire Re-Election Campaign Around  [i-8]  [i-10] Terrifying Tales [o-10]  Of Antifa Burning And Looting [o-8]  Cities While  [i-8]  [i-10] Dark, Shadowy Forces [o-10]  Rape And Murder [o-8]  Their Way Across The Suburbs, But You Can Believe That  [i-8] He Didn't Tell America The Truth [o-8]  About Coronavirus Because... 

I didn't want to create a  [i-8] panic [o-8]  [o-18] ","Sure, Trump May Be Basing His Entire Re-Election Campaign Around Terrifying Tales Of Antifa Burning And Looting Cities While Dark, Shadowy Forces  [i-8]   and Murder Their Way Across The Suburbs, But You Can Believe That He Didn't Tell America The Truth About Coronavirus Because...   
I didn't want to create a panic","{'id': '<UNKNOWN>', 'article': ""Sure, Trump May Be Basing His Entire Re-Election Campaign Around Terrifying Tales Of Antifa Burning And Looting Cities While Dark, Shadowy Forces Rape And Murder Their Way Across The Suburbs, But You Can Believe That He Didn't Tell America The Truth About Coronavirus Because... \n\nI didn't want to create a panic"", 'fragments': []}"
138,986_batch_2,"I look at this picture & I see civility.
I see people that we know have differences with each other being cordial to one another.
I see normality.
I want it back.","I look at this picture & I see civility.
I see people that we know have differences with each other being cordial to one another.
I see normality.
I want it back.","  I look at this picture & I see civility.
I see people that we know have differences with each other being cordial to one another.ヘラI see normality.channelAvailabilityI want it back.","{'id': '<UNKNOWN>', 'article': 'I look at this picture & I see civility.\nI see people that we know have differences with each other being cordial to one another.\nI see normality.\nI want it back.', 'fragments': [Fragment(start=34, end=128, label='Loaded Language')]}"
139,474_batch_2,JOE BIDEN'S LIFETIME ACCOMPLISHMENTS., [i-15] JOE BIDEN'S LIFETIME ACCOMPLISHMENTS. [o-15] ,  JOE BIDEN'S LIFETIME ACCOMPLISHMENTS.,"{'id': '<UNKNOWN>', 'article': ""JOE BIDEN'S LIFETIME ACCOMPLISHMENTS."", 'fragments': []}"
